Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2018,60316,1,Diesel,DL-8C,Automatic,SUV,1128000,Hyundai,Creta
2020,12341,1,Petrol,KA-05,Automatic,Hatchback,582000,Renault,Kwid
2017,20448,1,Petrol,DL-12,Manual,Hatchback,648000,Hyundai,Elite I20
2018,39068,1,Petrol,GJ-01,Automatic,Hatchback,467000,Maruti,Wagon R 1.0
2016,47462,1,Petrol,TS-07,Manual,Hatchback,527000,Maruti,Swift
2021,6859,1,Petrol,GJ-06,Manual,Hatchback,360000,Renault,Kwid
2018,101720,1,Diesel,HR-26,Manual,Lux Sedan,1065000,Toyota,Corolla Altis
2020,26312,1,Petrol,KA-02,Automatic,SUV,762000,Renault,Triber
2019,88561,1,Diesel,HR-85,Manual,SUV,965000,Hyundai,Creta
2016,71941,2,Petrol,UP-14,Manual,Hatchback,521000,Hyundai,Elite I20
2015,104086,2,Petrol,Unknown,Manual,Hatchback,406000,Volkswagen,Polo
2013,99630,2,Petrol,AP-28,Manual,Sedan,412000,Maruti,Swift Dzire
2018,63305,1,Diesel,BR-01,Manual,SUV,1002000,Mahindra,Scorpio
2018,19557,2,Petrol,KA-03,Automatic,Hatchback,525000,Maruti,Celerio
2015,75415,2,Petrol,RJ-14,Manual,Hatchback,429000,Hyundai,Grand I10
2017,97788,2,Diesel,GJ-12,Manual,SUV,727000,Maruti,Vitara Brezza
2018,68196,2,Petrol,GJ-05,Automatic,Sedan,918000,Maruti,Ciaz
2019,17023,1,Petrol,UP-14,Manual,Hatchback,531000,Maruti,Swift
2020,13150,1,Petrol,MH-06,Manual,Sedan,714350,Maruti,Dzire
2020,12122,1,Petrol,TN-07,Manual,Hatchback,808000,Hyundai,New I20
2017,60804,1,Petrol,MH-15,Manual,Sedan,754000,Hyundai,Verna
2016,111487,1,Diesel,RJ-14,Manual,SUV,537000,Ford,Ecosport
2014,40273,1,Petrol,MH-20,Manual,Hatchback,321000,Maruti,Wagon R 1.0
2016,29960,1,Petrol,KA-03,Manual,Hatchback,408000,Hyundai,I10
2019,48183,2,Petrol,WB-50,Manual,SUV,870000,Hyundai,Creta
2018,81352,2,Diesel,MH-14,Automatic,SUV,793750,Maruti,Vitara Brezza
2018,23117,2,Petrol,MP-09,Manual,Hatchback,513000,Hyundai,New Santro
2017,32844,2,Petrol,WB-02,Manual,SUV,635000,Honda,Wr-V
2018,72869,2,Petrol,KA-19,Manual,Hatchback,269000,Datsun,Redi Go
2014,75429,2,Petrol,GJ-01,Manual,Sedan,495000,Maruti,Ciaz
2019,61162,1,Petrol,MH-12,Manual,Hatchback,570000,Hyundai,Elite I20
2012,73615,2,Petrol,KA-41,Automatic,Hatchback,366000,Hyundai,I10
2016,109428,1,Diesel,MH-12,Manual,SUV,363000,Mahindra,Kuv100
2014,30580,1,Petrol,MH-03,Manual,Hatchback,373000,Maruti,Wagon R 1.0
2013,92195,1,Petrol,AP-07,Manual,Hatchback,317000,Maruti,Wagon R 1.0
2022,15119,1,CNG,MH-48,Manual,Hatchback,708000,Tata,Tiago
2015,15890,1,Petrol,HR-26,Manual,Hatchback,454000,Hyundai,Grand I10
2021,21804,1,Petrol,HR-29,Manual,Hatchback,651000,Maruti,Swift
2018,47633,2,CNG,DL-8C,Manual,Hatchback,470000,Hyundai,Grand I10
2020,21533,1,Petrol,GJ-08,Manual,Hatchback,506000,Maruti,New Wagon-R
2018,64461,1,CNG,MH-43,Manual,Hatchback,468000,Maruti,Celerio
2020,42036,2,Petrol,TN-11,Automatic,SUV,1043000,Tata,Nexon
2014,107080,2,Diesel,MH-46,Manual,Lux SUV,561000,Mahindra,Xuv500
2017,47971,1,Petrol,KA-01,Manual,Sedan,798000,Honda,City
2016,35690,2,Petrol,MH-14,Manual,Hatchback,410000,Maruti,Wagon R 1.0
2019,83657,1,Petrol,TS-13,Manual,Sedan,756650,Honda,Amaze
2011,76904,2,Petrol,DL-3C,Manual,Hatchback,241000,Maruti,Swift
2016,74819,1,Petrol,TN-02,Manual,Sedan,589000,Honda,City
2018,49345,2,Petrol,KA-02,Automatic,Sedan,736750,Honda,Amaze
2016,50538,2,Petrol,TN-11,Manual,Hatchback,282000,Maruti,Alto 800
2016,81484,2,Petrol,TN-05,Manual,Hatchback,564000,Maruti,Baleno
2017,53426,2,Petrol,UP-16,Manual,Sedan,565000,Honda,City
2017,11316,1,Petrol,DL-2C,Manual,Hatchback,470000,Maruti,Swift
2021,24279,1,CNG,MH-46,Manual,Hatchback,487200,Maruti,S Presso
2018,94170,2,Petrol,MH-14,Automatic,Sedan,717000,Toyota,Yaris
2016,60079,1,Petrol,PB-65,Automatic,SUV,707000,Maruti,Ertiga
2010,77326,1,Petrol,MH-12,Manual,Hatchback,204000,Hyundai,I10
2019,74812,1,Petrol,TN-11,Manual,Hatchback,670000,Maruti,Baleno
2015,37083,1,Petrol,KA-51,Manual,Hatchback,424000,Maruti,Wagon R 1.0
2013,100913,1,Diesel,MP-09,Manual,SUV,385000,Nissan,Terrano
2017,88050,2,Petrol,RJ-45,Manual,Sedan,907350,Honda,City
2019,5848,1,Petrol,DL-12,Manual,Hatchback,420000,Renault,Kwid
2018,62659,1,Petrol,TS-07,Manual,Hatchback,306000,Maruti,Alto 800
2016,46214,1,Petrol,KA-51,Manual,Hatchback,536000,Hyundai,Grand I10
2015,57054,1,Petrol,MH-47,Manual,Hatchback,441000,Maruti,Swift
2018,51129,1,Petrol,TS-28,Manual,Sedan,753000,Honda,City
2015,26750,1,Petrol,HR-26,Manual,Hatchback,505000,Hyundai,Elite I20
2017,59373,1,Diesel,KA-04,Manual,Sedan,1014000,Honda,City
2016,33914,1,Petrol,TS-08,Automatic,Sedan,853000,Maruti,Swift Dzire
2014,75761,1,Petrol,WB-20,Manual,SUV,456000,Ford,Ecosport
2018,38723,1,Petrol,GJ-19,Automatic,Hatchback,316000,Datsun,Redi Go
2016,72645,1,Petrol,TS-07,Manual,Hatchback,531000,Honda,Jazz
2022,16255,1,Petrol,KA-55,Manual,SUV,1554000,Volkswagen,Taigun
2017,77485,1,CNG,MH-47,Manual,Hatchback,450000,Maruti,Celerio
2018,38199,2,Diesel,KA-53,Manual,SUV,855000,Renault,Captur
2017,62162,1,CNG,MH-05,Manual,Hatchback,374000,Maruti,Wagon R 1.0
2014,87966,3,Petrol,AP-28,Manual,Hatchback,482000,Maruti,Swift
2016,4032,1,Petrol,DL-10,Manual,Sedan,596000,Honda,Amaze
2017,38333,1,Petrol,GJ-23,Manual,Hatchback,521000,Hyundai,Grand I10
2021,15911,1,Petrol,UP-14,Automatic,Hatchback,505350,Renault,Kwid
2019,69222,2,Diesel,HR-26,Automatic,Sedan,669000,Honda,Amaze
2019,23375,2,Petrol,GJ-01,Automatic,Hatchback,618000,Tata,Tiago
2020,64767,2,Petrol,UP-32,Automatic,Sedan,682000,Hyundai,Verna
2010,97244,2,Petrol,KL-27,Manual,Hatchback,209000,Hyundai,I10
2016,70461,1,Petrol,TN-22,Automatic,Sedan,791000,Honda,City
2018,98455,1,Diesel,TS-09,Manual,Hatchback,601000,Hyundai,Grand I10
2015,19241,1,Petrol,WB-24,Manual,Hatchback,335000,Maruti,Celerio
2017,45972,1,Diesel,KA-02,Manual,Sedan,765000,Maruti,Dzire
2018,101696,1,Petrol,Unknown,Manual,Hatchback,451000,Volkswagen,Polo
2015,69581,2,Petrol,KA-03,Manual,Hatchback,383000,Maruti,Wagon R 1.0
2010,37141,1,Petrol,DL-4C,Manual,Hatchback,164000,Maruti,Alto K10
2018,64031,2,CNG,HR-10,Manual,Hatchback,587000,Hyundai,Elite I20
2020,45263,1,Petrol,GJ-32,Manual,Hatchback,521000,Maruti,Celerio X
2017,64464,1,Petrol,TS-09,Manual,Hatchback,437000,Maruti,Wagon R 1.0
2021,5825,3,Petrol,RJ-45,Automatic,SUV,1618000,Hyundai,Creta
2018,90254,1,Petrol,TS-08,Manual,Hatchback,444000,Maruti,Celerio
2018,81854,1,Petrol,TS-07,Manual,Sedan,645000,Honda,Amaze
2022,6833,1,Petrol,GJ-01,Automatic,Hatchback,919000,Tata,Altroz
2021,12296,1,Petrol,BR-01,Manual,SUV,797000,Honda,Wr-V
2018,51603,1,Petrol,MH-43,Manual,Sedan,384000,Honda,Amaze
2015,64592,1,Petrol,DL-3C,Automatic,Hatchback,424000,Honda,Brio
2016,77722,1,Diesel,HR-30,Manual,SUV,634000,Maruti,Vitara Brezza
2017,38655,2,Petrol,KA-01,Manual,Hatchback,355000,Maruti,Alto K10
2022,33687,1,CNG,CH-01,Manual,Hatchback,551000,Maruti,New Wagon-R
2017,50649,1,Petrol,MH-05,Manual,Hatchback,561000,Honda,Jazz
2016,42428,1,Petrol,DL-8C,Manual,Hatchback,421000,Hyundai,Grand I10
2020,23849,1,Petrol,HR-26,Manual,Hatchback,705000,Maruti,Baleno
2016,73202,1,Petrol,TS-11,Manual,Hatchback,675000,Hyundai,Elite I20
2020,7715,1,Petrol,TN-18,Automatic,Hatchback,704000,Hyundai,Grand I10 Nios
2016,72732,1,Petrol,KA-53,Manual,Hatchback,598000,Hyundai,Elite I20
2021,35562,1,Petrol,KA-20,Manual,Hatchback,850000,Honda,Jazz
2013,68161,1,Diesel,MH-05,Manual,Hatchback,395000,Hyundai,I20
2020,42632,1,Petrol,TS-02,Automatic,SUV,1076000,Maruti,S Cross
2021,13550,1,Petrol,GJ-27,Manual,Hatchback,755000,Maruti,Baleno
2016,51955,1,Petrol,GJ-01,Manual,Hatchback,542000,Maruti,Baleno
2018,58559,1,Petrol,TS-07,Manual,SUV,829000,Ford,Ecosport
2017,19364,1,Petrol,DL-1C,Manual,Hatchback,649000,Hyundai,Elite I20
2014,35946,1,Diesel,HR-36,Manual,Sedan,423000,Maruti,Swift Dzire
2014,82391,1,Petrol,KA-04,Manual,Hatchback,328000,Maruti,Wagon R 1.0
2020,15337,1,Petrol,WB-26,Manual,SUV,709000,Hyundai,Venue
2020,35979,1,Diesel,RJ-45,Manual,Hatchback,837000,Hyundai,New I20
2017,41418,1,Petrol,MH-12,Automatic,Hatchback,677000,Maruti,Baleno
2017,56893,1,Diesel,MH-01,Automatic,Sedan,771000,Skoda,Rapid
2015,96842,1,Petrol,TN-10,Manual,Hatchback,437000,Volkswagen,Polo
2015,69667,2,Petrol,PB-10,Automatic,Hatchback,537000,Volkswagen,Polo
2015,49625,2,Petrol,DL-2C,Manual,Sedan,463000,Honda,Amaze
2015,59332,3,Petrol,PB-10,Manual,Hatchback,234000,Hyundai,Eon
2013,85588,2,Diesel,KA-01,Manual,SUV,770000,Maruti,Ertiga
2021,13165,2,Petrol,KA-01,Manual,Hatchback,861000,Hyundai,New I20
2014,83190,2,Petrol,KL-53,Automatic,Hatchback,397000,Nissan,Micra
2018,53190,2,Petrol,WB-08,Manual,Sedan,582000,Maruti,Ciaz
2018,11271,1,Petrol,MH-12,Automatic,Hatchback,443000,Renault,Kwid
2019,8053,1,Petrol,UP-32,Manual,Sedan,993000,Maruti,Ciaz
2011,68730,2,Petrol,KA-53,Manual,Hatchback,248000,Maruti,Alto K10
2015,82265,2,Diesel,TS-09,Automatic,Lux Sedan,848000,Skoda,Octavia
2019,108140,1,Petrol,Unknown,Manual,Hatchback,613000,Hyundai,Elite I20
2017,102616,1,Diesel,TN-06,Manual,SUV,617000,Ford,Ecosport
2017,96639,1,Petrol,DL-12,Manual,SUV,786000,Hyundai,Creta
2019,14998,1,Petrol,WB-02,Manual,SUV,427000,Mahindra,Kuv 100 Nxt
2019,51526,2,Petrol,KL-75,Manual,Hatchback,520000,Hyundai,Grand I10
2013,61875,1,Diesel,MH-47,Manual,Sedan,780000,Honda,Amaze
2015,84776,2,Petrol,MH-14,Manual,Hatchback,257000,Hyundai,Eon
2019,32201,2,Petrol,GJ-01,Manual,Hatchback,592000,Maruti,Baleno
2011,41446,2,Petrol,KA-09,Manual,Hatchback,277000,Hyundai,I10
2017,92135,1,Diesel,KA-03,Automatic,Lux SUV,1347000,Mahindra,Xuv500
2014,64158,1,Petrol,DL-1C,Manual,Hatchback,243000,Maruti,Alto K10
2018,72112,1,Petrol,TN-22,Automatic,Hatchback,524000,Maruti,Celerio
2014,82929,1,Petrol,HR-26,Manual,Sedan,368000,Maruti,Swift Dzire
2018,112071,1,CNG,GJ-01,Automatic,SUV,805000,Ford,Ecosport
2018,66511,2,Petrol,TN-09,Automatic,Hatchback,507000,Maruti,Celerio
2018,106506,1,Petrol,Unknown,Manual,SUV,907000,Hyundai,Creta
2017,120848,1,Petrol,Unknown,Automatic,Sedan,787000,Maruti,Ciaz
2016,18055,1,Petrol,DL-8C,Manual,Hatchback,488000,Maruti,Swift
2014,38852,2,Petrol,WB-02,Manual,SUV,460000,Maruti,Ertiga
2018,22237,1,Petrol,GJ-01,Manual,Hatchback,645000,Hyundai,Elite I20
2022,3713,1,Diesel,GJ-01,Manual,SUV,1348000,Kia,Sonet
2014,27116,1,Petrol,KA-19,Manual,Hatchback,397000,Hyundai,I10
2017,21270,1,Petrol,TN-07,Automatic,Hatchback,703000,Maruti,Baleno
2018,33605,1,Petrol,TN-05,Manual,Hatchback,512000,Hyundai,Grand I10
2015,55494,1,Petrol,MH-05,Manual,SUV,801000,Hyundai,Creta
2017,45217,1,Petrol,MP-04,Manual,Hatchback,541000,Maruti,Baleno
2015,86060,2,Petrol,GJ-03,Manual,Hatchback,431000,Hyundai,Grand I10
2019,61905,1,Petrol,TS-08,Manual,SUV,803000,Tata,Nexon
2020,8695,1,Petrol,UP-78,Manual,Hatchback,375000,Maruti,Alto
2018,71596,1,Petrol,HR-26,Manual,Sedan,313000,Maruti,Ciaz
2021,21230,1,Petrol,KL-54,Manual,Hatchback,570000,Ford,New Figo
2014,83991,1,Diesel,KA-01,Automatic,Sedan,663000,Maruti,Swift Dzire
2020,25346,1,Petrol,GJ-18,Manual,Hatchback,427000,Renault,Kwid
2016,92449,1,Petrol,TN-07,Manual,Hatchback,276000,Datsun,Redi Go
2015,96861,1,Petrol,TN-07,Manual,Sedan,552000,Honda,Amaze
2018,46628,1,Petrol,KA-20,Manual,Sedan,637000,Honda,City
2012,60025,2,Petrol,WB-06,Manual,Sedan,227000,Toyota,Etios
2016,51618,2,Petrol,WB-06,Manual,Sedan,440000,Honda,City
2012,67444,1,Petrol,KA-02,Manual,Hatchback,434000,Hyundai,I20
2015,56351,1,Petrol,DL-3C,Manual,Hatchback,330000,Toyota,Etios Liva
2019,34054,1,Petrol,MH-01,Manual,Hatchback,774000,Volkswagen,Polo
2019,21270,1,Petrol,HR-51,Manual,Hatchback,611000,Maruti,Swift
2016,76836,2,Diesel,KA-05,Manual,SUV,792000,Maruti,S Cross
2021,10843,1,Petrol,GJ-01,Automatic,SUV,1452000,Mahindra,Thar
2018,60895,1,Diesel,HR-51,Manual,Sedan,553000,Maruti,Ciaz
2020,32984,2,Petrol,MH-12,Manual,SUV,875000,Maruti,Vitara Brezza
2018,39325,1,Petrol,HR-51,Automatic,Sedan,817000,Maruti,Ciaz
2020,20009,1,Petrol,KA-01,Automatic,Sedan,1231000,Honda,City
2018,24248,2,Petrol,DL-12,Manual,Hatchback,551000,Hyundai,Elite I20
2015,59287,2,Petrol,MH-02,Manual,Hatchback,457000,Hyundai,Elite I20
2017,95666,1,Petrol,DL-1C,Manual,Sedan,420000,Hyundai,Xcent
2017,57006,1,Petrol,MH-48,Manual,Sedan,629000,Maruti,Ciaz
2016,60610,2,Petrol,TS-07,Manual,Hatchback,252000,Maruti,Alto 800
2021,9263,1,Petrol,HR-36,Automatic,Hatchback,480000,Renault,Kwid
2015,89310,3,Diesel,GJ-05,Manual,Sedan,463000,Maruti,Ciaz
2022,8944,1,Petrol,CH-01,Manual,Hatchback,482000,Maruti,S Presso
2021,30233,1,Petrol,TN-60,Manual,Hatchback,571000,Tata,Tiago
2015,46988,1,Petrol,KA-03,Manual,Hatchback,493000,Hyundai,Grand I10
2019,32457,1,Petrol,TS-15,Manual,Sedan,842000,Hyundai,Xcent
2019,49984,1,Petrol,GJ-05,Automatic,Sedan,649000,Maruti,Dzire
2017,54763,1,Petrol,MH-12,Manual,Hatchback,453000,Maruti,Wagon R 1.0
2017,20569,2,Diesel,MH-03,Manual,SUV,860000,Maruti,Ertiga
2011,42709,1,Petrol,WB-06,Manual,Hatchback,150000,Maruti,Alto K10
2010,65144,1,Petrol,DL-8C,Manual,Sedan,192000,Maruti,Swift Dzire
2018,30190,1,Petrol,GJ-03,Manual,Hatchback,458000,Maruti,Celerio X
2017,43258,1,Petrol,TS-08,Manual,Hatchback,290000,Maruti,Alto 800
2018,40153,1,Diesel,TS-16,Manual,Sedan,995000,Hyundai,Verna
2011,42942,1,Petrol,KA-01,Manual,Hatchback,341000,Volkswagen,Polo
2014,97358,2,Petrol,KA-51,Manual,Sedan,394000,Honda,City
2014,65780,3,Petrol,KA-04,Manual,Hatchback,225000,Maruti,Alto 800
2020,39462,2,Petrol,TN-18,Manual,Sedan,650650,Maruti,Ciaz
2016,24903,1,CNG,UP-72,Manual,Sedan,771000,Honda,City
2019,31675,1,Petrol,WB-02,Manual,Sedan,993000,Maruti,Dzire
2016,41188,1,Petrol,MH-01,Automatic,Sedan,729000,Hyundai,Verna
2022,13339,1,Petrol,KA-02,Manual,SUV,2108000,Mahindra,Xuv700
2018,40042,1,Diesel,HR-26,Manual,Sedan,582000,Honda,Amaze
2017,64156,1,Diesel,UP-32,Manual,SUV,746000,Renault,Duster
2012,39985,1,Petrol,GJ-06,Manual,Sedan,490000,Honda,City
2020,47976,2,Petrol,GJ-05,Manual,Sedan,588000,Toyota,Yaris
2018,57941,1,Petrol,DL-8C,Manual,Hatchback,555000,Maruti,Swift
2017,76982,1,Petrol,GJ-06,Manual,Hatchback,247000,Datsun,Redi Go
2020,43582,1,Diesel,TS-09,Automatic,SUV,1372000,Kia,Seltos
2016,84459,1,Diesel,TN-06,Manual,SUV,697000,Ford,Ecosport
2019,43895,1,Diesel,HR-26,Manual,SUV,1178000,Tata,Hexa
2020,9339,1,Petrol,DL-12,Manual,Hatchback,396000,Renault,Kwid
2019,12940,2,Petrol,TN-22,Manual,Hatchback,458000,Renault,Kwid
2022,21838,1,Petrol,UP-32,Manual,Hatchback,662000,Renault,Kiger
2016,28518,1,Petrol,WB-24,Manual,Hatchback,243000,Maruti,Alto 800
2018,22249,1,Petrol,KA-02,Manual,Hatchback,752000,Hyundai,Elite I20
2020,72255,1,Petrol,TN-18,Manual,SUV,737000,Maruti,Vitara Brezza
2017,37567,1,Petrol,HR-26,Manual,Hatchback,618000,Hyundai,Elite I20
2018,55547,2,Petrol,KA-19,Manual,Hatchback,275000,Datsun,Redi Go
2017,67262,1,Petrol,DL-5C,Manual,Hatchback,543000,Hyundai,Elite I20
2018,92870,1,Petrol,TS-08,Manual,Hatchback,603000,Maruti,Swift
2016,34056,2,Petrol,MH-02,Automatic,SUV,806000,Hyundai,Creta
2016,29780,1,Petrol,KA-02,Manual,Hatchback,441000,Maruti,Celerio
2017,95291,1,Petrol,TN-06,Automatic,Sedan,691000,Honda,City
2017,28545,1,Petrol,TS-07,Manual,Hatchback,314000,Datsun,Redi Go
2022,12860,1,Petrol,MH-12,Manual,Hatchback,518000,Maruti,S Presso
2017,61819,1,Petrol,TS-08,Manual,Sedan,483000,Skoda,Rapid
2015,40392,1,Petrol,UP-32,Manual,Hatchback,425000,Maruti,Swift
2019,99097,2,Petrol,KA-04,Manual,Sedan,339000,Maruti,Dzire
2019,60129,1,Petrol,MH-02,Automatic,Hatchback,684000,Honda,Jazz
2017,68966,1,Petrol,MH-14,Automatic,Hatchback,328000,Renault,Kwid
2015,70917,1,Diesel,MH-04,Manual,Hatchback,548000,Hyundai,Elite I20
2017,34736,1,Petrol,MH-48,Manual,Hatchback,321000,Renault,Kwid
2013,58570,1,Petrol,MH-48,Manual,Hatchback,395000,Maruti,Swift
2018,37303,1,Petrol,WB-08,Manual,Hatchback,273000,Maruti,Alto 800
2022,31735,1,Petrol,TS-08,Manual,Hatchback,802000,Maruti,Baleno
2018,7177,1,Petrol,KA-03,Manual,Hatchback,598000,Hyundai,Grand I10
2016,97110,2,Diesel,KA-03,Manual,Lux SUV,1273000,Mahindra,Xuv500
2011,14547,1,Petrol,WB-06,Manual,Hatchback,137000,Maruti,Alto
2011,47474,1,Petrol,MH-12,Manual,Hatchback,271000,Hyundai,I10
2016,36968,1,Petrol,DL-4C,Manual,Hatchback,545000,Honda,Jazz
2021,19062,1,Petrol,KA-51,Manual,Hatchback,546000,Renault,Kwid
2017,115136,2,Petrol,Unknown,Manual,Sedan,520000,Tata,Tigor
2017,12651,2,Petrol,UP-16,Manual,Sedan,795000,Maruti,Swift Dzire
2012,27991,1,Petrol,BR-01,Manual,Sedan,483000,Maruti,Swift Dzire
2011,73679,2,Petrol,MP-09,Manual,Sedan,343000,Hyundai,Sonata
2018,125345,1,Diesel,UP-32,Manual,Sedan,761000,Maruti,Dzire
2018,15267,1,Petrol,KA-03,Automatic,Hatchback,722000,Maruti,Baleno
2018,38272,2,Petrol,KA-51,Manual,Hatchback,529000,Tata,Tiago
2019,24185,1,Petrol,KA-53,Automatic,Lux Sedan,1491000,Hyundai,New Elantra
2019,54938,1,CNG,MH-12,Manual,Hatchback,526350,Maruti,Celerio
2017,40282,1,Petrol,RJ-14,Manual,SUV,609000,Honda,Wr-V
2020,37999,2,Petrol,RJ-45,Manual,Hatchback,347000,Maruti,Alto
2012,67954,1,Petrol,TN-05,Manual,Hatchback,398000,Maruti,Swift
2019,53873,1,Petrol,UP-78,Manual,Sedan,551000,Honda,Amaze
2019,16150,1,Petrol,DL-9C,Manual,Hatchback,692000,Maruti,Baleno
2015,86851,2,Petrol,KA-03,Manual,Sedan,607000,Maruti,Ciaz
2022,9705,1,Diesel,DL-12,Manual,SUV,947000,Mahindra,Bolero Neo
2015,39280,1,Petrol,KA-03,Manual,Sedan,1018000,Tata,Zest
2011,16607,1,Petrol,DL-3C,Manual,Hatchback,253000,Maruti,Wagon R 1.0
2020,32282,1,Petrol,UP-53,Manual,Hatchback,697000,Tata,Altroz
2017,43092,1,Petrol,MH-03,Manual,Hatchback,466000,Hyundai,Grand I10
2020,30050,1,Diesel,TN-14,Manual,SUV,935000,Hyundai,Venue
2021,23036,1,Petrol,DL-10,Manual,SUV,873000,Hyundai,Venue
2020,84335,1,Diesel,DL-12,Manual,SUV,1080000,Kia,Seltos
2021,20660,1,Petrol,BR-01,Manual,Hatchback,736000,Tata,Altroz
2020,79019,1,CNG,MH-46,Manual,Hatchback,447000,Maruti,S Presso
2018,68622,1,Petrol,KL-63,Manual,Hatchback,573000,Hyundai,Elite I20
2015,46288,3,Petrol,TN-58,Manual,Hatchback,281000,Maruti,Alto 800
2015,48394,1,Petrol,KA-55,Manual,Hatchback,418000,Maruti,Wagon R 1.0
2015,70670,1,Petrol,DL-3C,Automatic,Hatchback,386000,Maruti,Celerio
2021,45416,1,Petrol,TN-49,Manual,Hatchback,671000,Hyundai,Grand I10 Nios
2016,37785,1,Petrol,MP-04,Manual,Hatchback,290000,Maruti,Alto 800
2013,82871,2,Petrol,UP-32,Manual,Hatchback,233000,Maruti,Wagon R 1.0
2020,34090,1,Petrol,MH-35,Manual,Hatchback,692800,Maruti,Baleno
2021,11946,1,CNG,UP-14,Manual,Hatchback,688000,Hyundai,Grand I10 Nios
2010,54998,1,Petrol,KA-51,Manual,Hatchback,280000,Hyundai,I10
2018,30440,2,Petrol,TN-14,Automatic,Sedan,1194000,Maruti,Ciaz
2018,92668,1,CNG,DL-10,Automatic,Sedan,730000,Maruti,Ciaz
2014,90433,1,Petrol,MH-02,Manual,SUV,470000,Ford,Ecosport
2016,54659,2,Petrol,KA-03,Automatic,Hatchback,522000,Hyundai,Grand I10
2016,69198,1,Petrol,TS-15,Manual,Hatchback,317000,Renault,Kwid
2019,49705,1,Petrol,GJ-01,Automatic,Hatchback,550000,Hyundai,New Santro
2015,88509,2,Diesel,KA-25,Manual,Hatchback,590000,Maruti,Swift
2018,49887,1,Petrol,DL-8C,Manual,Sedan,664000,Maruti,Dzire
2017,119934,1,Petrol,Unknown,Manual,Hatchback,466000,Tata,Tiago
2016,30978,1,Petrol,TS-09,Manual,Hatchback,420000,Maruti,Wagon R 1.0
2021,18837,1,Petrol,MH-06,Automatic,Sedan,1225000,Volkswagen,Vento
2017,51418,1,Petrol,MH-03,Automatic,Hatchback,648000,Maruti,Baleno
2019,28315,1,Diesel,KA-05,Manual,SUV,1612000,Tata,Harrier
2019,69720,1,CNG,MH-14,Manual,Hatchback,510000,Maruti,Celerio
2017,76062,2,Petrol,DL-13,Manual,Sedan,287000,Maruti,Dzire
2022,15524,1,Petrol,TS-07,Automatic,SUV,1144000,Maruti,Brezza
2016,65143,1,Petrol,MH-03,Manual,Sedan,557000,Honda,City
2021,13886,1,Petrol,PB-27,Manual,Hatchback,445000,Maruti,S Presso
2013,47325,1,Petrol,MH-12,Manual,Hatchback,314000,Hyundai,I10
2022,3686,1,Petrol,22-BH,Manual,SUV,1473000,Volkswagen,Taigun
2016,9438,1,Petrol,HR-51,Automatic,Sedan,1395000,Maruti,Swift Dzire
2016,46369,1,Petrol,KA-53,Manual,Hatchback,665000,Hyundai,Elite I20
2018,30685,2,Petrol,KA-51,Manual,Hatchback,322000,Datsun,Redi Go
2020,10032,1,Diesel,MH-03,Automatic,SUV,1588000,Tata,Hexa
2018,37934,1,Petrol,HR-72,Manual,Hatchback,357000,Maruti,Celerio
2019,89657,1,Diesel,WB-02,Automatic,SUV,704000,Maruti,Vitara Brezza
2017,91033,1,Petrol,DL-1C,Manual,Hatchback,385000,Tata,Tiago
2015,82997,2,Diesel,CH-01,Manual,SUV,683000,Hyundai,Creta
2020,23979,1,Petrol,KA-01,Manual,SUV,1552000,Kia,Seltos
2019,31850,1,Petrol,RJ-28,Manual,Hatchback,357000,Renault,Kwid
2022,46679,1,Petrol,KA-02,Manual,Hatchback,606000,Maruti,Celerio
2021,50543,1,Petrol,UP-32,Manual,SUV,805000,Hyundai,Venue
2016,68336,2,Petrol,TS-07,Manual,Hatchback,311000,Hyundai,Eon
2020,40195,1,Petrol,RJ-13,Manual,SUV,1003000,Maruti,S Cross
2015,81297,1,Petrol,DL-8C,Manual,SUV,529000,Ford,Ecosport
2017,63690,1,Petrol,GJ-01,Manual,Sedan,734000,Maruti,Dzire
2018,60221,2,Petrol,TN-30,Manual,Hatchback,441000,Maruti,Wagon R 1.0
2015,59890,2,Petrol,HR-26,Manual,Sedan,462000,Maruti,Ciaz
2013,37136,1,Petrol,DL-13,Manual,Hatchback,326000,Maruti,Swift
2018,82686,1,CNG,UP-14,Manual,Hatchback,467000,Hyundai,Grand I10
2018,21333,1,Petrol,MH-04,Manual,Hatchback,637000,Hyundai,Elite I20
2016,34488,1,Petrol,TS-13,Manual,Hatchback,511000,Hyundai,Grand I10
2016,98059,1,Petrol,HR-29,Manual,Hatchback,439000,Maruti,Baleno
2021,14740,1,Petrol,UP-16,Manual,SUV,737000,Nissan,Magnite
2013,51987,1,Petrol,MH-02,Manual,Hatchback,322000,Hyundai,Grand I10
2018,66387,2,Petrol,HR-26,Automatic,Hatchback,441000,Maruti,Celerio
2012,111170,2,Petrol,Unknown,Manual,Hatchback,163000,Maruti,Zen Estilo
2011,78075,1,Petrol,WB-06,Manual,Hatchback,203000,Toyota,Etios Liva
2017,32366,1,Petrol,MH-49,Manual,Hatchback,335000,Nissan,Micra Active
2015,60292,1,CNG,MH-46,Manual,Hatchback,402000,Maruti,Celerio
2019,36847,1,Diesel,KA-03,Manual,Lux SUV,1756000,Mahindra,Xuv500
2021,24849,1,Petrol,HR-51,Manual,SUV,1175000,Hyundai,Creta
