Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2012,51033,2,Petrol,TN-05,Manual,Hatchback,236000,Maruti,Alto K10
2017,51579,1,Petrol,GJ-06,Manual,Hatchback,540000,Maruti,Swift
2019,14076,1,Petrol,MH-12,Automatic,Hatchback,601000,Tata,Tiago
2015,54106,1,Petrol,KA-51,Manual,Hatchback,670000,Hyundai,Elite I20
2017,25440,1,Petrol,MH-05,Manual,Hatchback,547000,Hyundai,Elite I20
2020,52521,1,Petrol,MH-40,Manual,SUV,1073000,Maruti,S Cross
2011,70652,1,Petrol,KA-34,Manual,Sedan,347000,Toyota,Etios
2020,67357,1,CNG,DL-8C,Manual,Hatchback,556000,Maruti,New Wagon-R
2019,54670,2,Petrol,RJ-45,Manual,Hatchback,621000,Hyundai,Grand I10 Nios
2017,31924,1,Petrol,MH-01,Manual,Hatchback,523000,Maruti,Swift
2017,50484,2,Petrol,MH-12,Automatic,Hatchback,603000,Maruti,Baleno
2019,93338,3,Diesel,KA-01,Manual,Sedan,456000,Tata,Tigor
2015,69770,1,CNG,DL-9C,Manual,Hatchback,295000,Maruti,Alto K10
2011,32176,1,Petrol,DL-7C,Manual,Hatchback,280000,Hyundai,I20
2011,120084,1,Petrol,Unknown,Manual,Hatchback,195000,Hyundai,I10
2021,14318,1,Petrol,TN-19,Manual,Hatchback,711000,Maruti,Swift
2013,59849,2,Petrol,MH-12,Manual,Sedan,440000,Maruti,Swift Dzire
2018,36998,2,Petrol,TN-07,Automatic,Sedan,746000,Honda,Amaze
2016,67184,1,Petrol,HR-51,Automatic,SUV,800000,Hyundai,Creta
2021,24978,1,Petrol,KA-68,Manual,Hatchback,395000,Datsun,Redi Go
2015,45899,1,Petrol,TS-08,Manual,Hatchback,376000,Maruti,Wagon R 1.0
2017,26195,1,Petrol,KA-04,Manual,Hatchback,706000,Hyundai,Elite I20
2016,66211,1,Diesel,TN-01,Manual,SUV,837000,Maruti,Vitara Brezza
2022,23728,1,CNG,DL-3C,Manual,Hatchback,769000,Hyundai,Grand I10 Nios
2019,93449,1,Petrol,GJ-03,Manual,Hatchback,565000,Hyundai,Grand I10
2014,35520,2,Petrol,MH-12,Manual,Hatchback,372500,Hyundai,Grand I10
2015,32750,1,Petrol,GJ-05,Manual,Hatchback,331000,Maruti,Wagon R 1.0
2018,33510,1,Petrol,MP-09,Manual,Sedan,598000,Skoda,Rapid
2018,35547,1,Petrol,KL-24,Automatic,Hatchback,458000,Maruti,Wagon R 1.0
2014,32294,1,Petrol,MH-04,Manual,Hatchback,353000,Maruti,Wagon R 1.0
2015,78770,2,Diesel,GJ-15,Manual,Hatchback,415000,Honda,Jazz
2014,46270,1,Petrol,KL-25,Manual,Hatchback,242000,Maruti,Alto 800
2018,82705,2,Diesel,UP-41,Manual,SUV,683000,Maruti,S Cross
2020,59138,1,Petrol,MP-09,Automatic,Sedan,651000,Hyundai,Verna
2016,61121,2,Petrol,KA-51,Manual,Hatchback,462000,Hyundai,Grand I10
2021,21445,1,Petrol,UP-16,Manual,SUV,814000,Honda,Wr-V
2022,3483,1,Petrol,MH-12,Automatic,Hatchback,731000,Maruti,Celerio
2013,39369,1,Petrol,KA-05,Manual,Hatchback,501000,Maruti,Swift
2014,75840,3,Diesel,TN-11,Manual,Hatchback,387000,Hyundai,Grand I10
2016,73138,1,Petrol,TN-81,Manual,Hatchback,445000,Tata,Tiago
2015,64524,1,Petrol,KA-03,Manual,Hatchback,509200,Honda,Jazz
2018,17802,1,Petrol,DL-2C,Manual,Hatchback,547000,Maruti,Baleno
2019,48347,1,Diesel,WB-02,Manual,Sedan,272000,Hyundai,Xcent
2021,35877,1,Petrol,GJ-01,Automatic,Sedan,916000,Toyota,Yaris
2017,25091,1,Petrol,DL-10,Manual,Hatchback,460800,Hyundai,Grand I10
2013,73371,1,Petrol,HR-29,Manual,Sedan,398000,Maruti,Swift Dzire
2018,38239,1,Petrol,KA-02,Automatic,Hatchback,400000,Renault,Kwid
2019,40934,1,Petrol,UP-78,Manual,Hatchback,682000,Hyundai,Grand I10 Nios
2019,58565,2,Diesel,MH-14,Manual,SUV,861000,Ford,Ecosport
2017,46351,2,Petrol,MH-12,Manual,Hatchback,325000,Renault,Kwid
2013,66085,1,Petrol,KA-01,Manual,Hatchback,419000,Hyundai,I20
2011,54095,1,Petrol,DL-4C,Manual,Hatchback,205000,Hyundai,I10
2018,68457,1,Petrol,TS-07,Manual,Hatchback,587650,Maruti,Swift
2013,21090,1,Petrol,DL-12,Manual,Sedan,404000,Maruti,Swift Dzire
2015,109686,1,Petrol,Unknown,Automatic,Lux Sedan,625000,Hyundai,New Elantra
2022,16581,1,Petrol,TN-11,Manual,SUV,1113000,Tata,Nexon
2019,48566,2,Petrol,GJ-05,Manual,Hatchback,323000,Renault,Kwid
2018,54813,1,Petrol,KA-51,Manual,SUV,607000,Ford,Freestyle
2017,80554,1,Petrol,MP-09,Manual,Hatchback,451000,Hyundai,Grand I10
2020,15389,1,Petrol,GJ-03,Manual,Hatchback,532000,Maruti,New Wagon-R
2019,15356,1,Petrol,KA-01,Manual,Hatchback,535000,Maruti,Celerio
2020,63015,2,Petrol,RJ-45,Manual,Hatchback,603000,Hyundai,Elite I20
2021,18885,1,Petrol,HR-26,Manual,Hatchback,709000,Maruti,Baleno
2018,101272,1,Petrol,Unknown,Manual,Hatchback,588000,Maruti,Baleno
2018,97937,1,Petrol,KL-40,Manual,Hatchback,402000,Tata,Tiago
2017,42320,2,Petrol,MH-12,Manual,Hatchback,629000,Honda,Jazz
2010,43069,2,Petrol,MP-04,Manual,Hatchback,215000,Maruti,Ritz
2018,63888,1,Petrol,TS-08,Manual,SUV,844000,Hyundai,Creta
2020,40742,1,Petrol,KA-02,Manual,Hatchback,769000,Tata,Altroz
2017,50894,1,Petrol,RJ-14,Manual,Hatchback,287650,Hyundai,Eon
2019,29430,1,Petrol,GJ-02,Manual,SUV,970000,Maruti,Xl6
2015,50124,2,Petrol,MP-04,Manual,Hatchback,426000,Hyundai,Grand I10
2019,42212,1,Petrol,RJ-02,Manual,Hatchback,331000,Maruti,Alto 800
2015,58483,1,Petrol,GJ-18,Automatic,Sedan,834000,Hyundai,Xcent
2017,76424,1,CNG,MH-48,Manual,SUV,789000,Maruti,Ertiga
2016,118569,2,Petrol,Unknown,Manual,Sedan,514000,Honda,City
2020,25741,2,Petrol,TN-01,Manual,Hatchback,384000,Maruti,Alto
2013,75102,2,Petrol,TN-18,Manual,Hatchback,226000,Maruti,Alto 800
2020,21388,1,Petrol,RJ-45,Manual,Hatchback,559000,Tata,Altroz
2013,25799,1,Petrol,UP-78,Automatic,Sedan,823000,Maruti,Swift Dzire
2017,87141,1,Petrol,TN-07,Manual,SUV,643000,Ford,Ecosport
2018,97017,2,Diesel,TS-13,Manual,Hatchback,692000,Hyundai,Elite I20
2020,11063,1,Petrol,RJ-02,Manual,SUV,1099000,Maruti,S Cross
2010,82999,1,Petrol,KL-07,Manual,Hatchback,175000,Maruti,Alto K10
2017,63260,2,Petrol,TN-12,Manual,Hatchback,520000,Hyundai,Grand I10
2016,55188,2,Petrol,MH-02,Automatic,SUV,919000,Hyundai,Creta
2019,112814,1,Petrol,Unknown,Manual,Sedan,302000,Skoda,Rapid
2017,47949,1,Petrol,MH-01,Automatic,Hatchback,623000,Maruti,Baleno
2014,36843,3,Petrol,WB-06,Manual,Hatchback,269000,Honda,Brio
2018,64666,1,Petrol,MH-12,Manual,Hatchback,497800,Tata,Tiago
2021,40592,1,Petrol,TS-08,Manual,SUV,568000,Nissan,Magnite
2020,60123,1,Petrol,TN-02,Manual,Sedan,615000,Hyundai,Aura
2012,51860,1,Petrol,DL-10,Manual,Hatchback,221000,Hyundai,Santro Xing
2019,39930,1,Petrol,DL-2C,Manual,Hatchback,568000,Maruti,Swift
2019,45133,1,Petrol,KA-01,Manual,SUV,961000,Ford,Ecosport
2017,20134,1,Petrol,KA-04,Manual,SUV,983000,Hyundai,Creta
2013,125004,1,Petrol,Unknown,Automatic,Hatchback,317000,Hyundai,I10
2018,86235,1,Diesel,UP-14,Manual,SUV,587000,Honda,Wr-V
2021,42539,1,Petrol,GJ-05,Automatic,SUV,1113000,Tata,Nexon
2018,51028,1,Petrol,KA-01,Automatic,Hatchback,537000,Tata,Tiago
2019,7767,1,Petrol,GJ-01,Manual,Hatchback,654000,Hyundai,Grand I10 Nios
2019,32334,2,Petrol,KA-52,Manual,Hatchback,378000,Maruti,Alto K10
2017,69301,1,Petrol,GJ-01,Automatic,Lux Sedan,1230000,Hyundai,New Elantra
2018,76661,1,CNG,DL-9C,Manual,Hatchback,439000,Maruti,Wagon R 1.0
2018,44216,1,Petrol,TN-09,Automatic,Hatchback,479000,Maruti,Celerio X
2021,119544,1,Petrol,Unknown,Manual,Sedan,550000,Tata,Tigor
2016,78151,1,Diesel,TS-08,Manual,Hatchback,612000,Hyundai,Elite I20
2017,22223,1,Petrol,KA-51,Automatic,Hatchback,757000,Maruti,Baleno
2018,106467,1,Diesel,TS-07,Automatic,SUV,837000,Tata,Nexon
2013,33497,1,Petrol,DL-5C,Manual,Sedan,351000,Maruti,Swift Dzire
2016,41107,1,Petrol,KA-07,Manual,Hatchback,573000,Maruti,Swift
2018,47641,3,Petrol,UP-32,Manual,Hatchback,615250,Hyundai,I20 Active
2022,8408,1,CNG,BR-01,Manual,Hatchback,674000,Maruti,New Wagon-R
2021,14184,2,CNG,MH-05,Manual,Hatchback,593000,Maruti,New Wagon-R
2019,60143,2,Petrol,MH-16,Manual,Hatchback,486000,Volkswagen,Polo
2018,33388,2,Petrol,DL-12,Automatic,SUV,793000,Ford,Ecosport
2019,34293,1,Diesel,KA-05,Automatic,Sedan,1153000,Skoda,Rapid
2017,42658,3,Petrol,TN-12,Manual,Hatchback,589000,Volkswagen,Polo
2017,33600,1,Petrol,TN-85,Manual,SUV,279000,Maruti,Omni E
2014,23808,1,Petrol,WB-02,Manual,Sedan,326000,Honda,Amaze
2019,26181,1,Petrol,UP-14,Manual,Hatchback,645000,Maruti,Baleno
2019,35898,1,Petrol,GJ-19,Manual,Hatchback,469000,Maruti,Celerio
2016,105562,1,Diesel,TS-07,Manual,SUV,820000,Maruti,Vitara Brezza
2018,88479,1,Diesel,TS-07,Manual,Hatchback,553000,Hyundai,Grand I10
2022,3170,1,Petrol,KL-07,Manual,Hatchback,532000,Maruti,S Presso
2016,42591,3,Petrol,MH-14,Manual,Hatchback,303000,Maruti,Alto K10
2011,44512,1,CNG,GJ-02,Manual,Sedan,633000,Toyota,Etios
2020,33657,1,Diesel,KA-63,Automatic,SUV,1293000,Kia,Sonet
2020,50262,1,Petrol,HR-26,Manual,Hatchback,650000,Hyundai,Grand I10 Nios
2014,53179,2,Petrol,TS-07,Manual,Hatchback,299000,Maruti,Alto K10
2018,25537,1,Petrol,KA-01,Automatic,Hatchback,705000,Maruti,Swift
2022,7870,1,Petrol,HR-51,Manual,Hatchback,524000,Maruti,S Presso
2015,64984,1,Petrol,RJ-14,Manual,Hatchback,396000,Maruti,Wagon R 1.0
2020,12744,1,CNG,DL-1C,Manual,Hatchback,588000,Maruti,New Wagon-R
2019,42354,1,Diesel,MH-01,Manual,SUV,1002000,Ford,Ecosport
2017,34132,2,Petrol,TN-04,Manual,SUV,722000,Ford,Ecosport
2016,84825,2,Petrol,UP-14,Manual,Hatchback,534000,Hyundai,Elite I20
2015,70012,1,Petrol,MH-02,Manual,Sedan,300000,Honda,City
2018,61029,2,Petrol,GJ-21,Manual,Hatchback,326000,Maruti,Alto 800
2017,67057,1,Petrol,KA-05,Automatic,Hatchback,661000,Honda,Jazz
2019,23876,1,Petrol,TS-08,Automatic,Hatchback,837000,Volkswagen,Polo
2022,5367,1,Petrol,KA-05,Manual,SUV,1134000,Kia,Carens
2014,22916,3,Petrol,TN-01,Manual,Hatchback,262000,Maruti,Alto K10
2015,78958,1,Petrol,MH-04,Manual,Hatchback,406000,Maruti,Swift
2015,21899,2,Petrol,DL-8C,Manual,Hatchback,297000,Hyundai,I10
2021,6090,1,Petrol,PB-37,Manual,Hatchback,521000,Maruti,New Wagon-R
2018,81041,2,Petrol,MH-05,Automatic,Sedan,835000,Hyundai,Verna
2012,77199,1,Petrol,BR-01,Manual,Hatchback,173000,Maruti,Alto
2013,75895,2,Petrol,MH-14,Manual,Hatchback,235000,Maruti,Alto K10
2014,82596,2,Petrol,TS-09,Automatic,Sedan,512000,Volkswagen,Vento
2021,37224,1,Petrol,TS-08,Automatic,SUV,1044000,Toyota,Urban Cruiser
2014,55007,1,Petrol,KA-01,Manual,Hatchback,501000,Hyundai,I20
2018,66586,1,Petrol,UP-32,Manual,Hatchback,297000,Hyundai,Eon
2015,80445,3,Diesel,MH-31,Manual,Sedan,517000,Skoda,Rapid
2020,5643,1,Petrol,WB-10,Manual,Hatchback,326000,Maruti,Alto
2016,46543,1,Petrol,DL-6C,Manual,Hatchback,226000,Maruti,Alto 800
2017,45642,1,Petrol,GJ-01,Manual,Hatchback,515000,Hyundai,Grand I10
2017,66636,2,Petrol,MH-02,Manual,Sedan,338000,Maruti,Dzire
2014,85876,1,Diesel,KA-53,Manual,Hatchback,443000,Maruti,Swift
2020,16300,1,Petrol,TS-08,Manual,Hatchback,446000,Maruti,S Presso
2019,40185,1,Petrol,KA-51,Manual,SUV,927000,Hyundai,Venue
2020,18200,1,Petrol,DL-4C,Automatic,Hatchback,804000,Hyundai,Grand I10 Nios
2017,70775,2,Petrol,KA-08,Automatic,Hatchback,382000,Renault,Kwid
2017,48468,2,Petrol,TS-12,Automatic,Sedan,797000,Honda,City
2019,28723,1,Diesel,MH-01,Automatic,SUV,992000,Tata,Nexon
2017,106665,1,Petrol,Unknown,Automatic,Hatchback,600000,Maruti,Baleno
2016,80786,2,Petrol,TS-03,Manual,Hatchback,246000,Renault,Kwid
2022,16141,1,Petrol,TS-15,Manual,Hatchback,454000,Maruti,Alto
2022,12415,1,Petrol,DL-7C,Manual,SUV,1114000,Hyundai,Venue
2020,63696,1,Petrol,DL-5C,Manual,Sedan,221000,Tata,Tigor
2017,49327,2,CNG,DL-8C,Manual,Hatchback,552250,Hyundai,Elite I20
2014,50772,1,Petrol,WB-02,Manual,Hatchback,295000,Maruti,Swift
2014,94941,1,Petrol,MH-43,Manual,Sedan,510000,Hyundai,Verna
2019,1245,2,Petrol,MH-01,Automatic,Sedan,862000,Maruti,Ciaz
2015,9515,2,CNG,DL-4C,Manual,Hatchback,496000,Hyundai,Elite I20
2014,83887,1,Petrol,DL-9C,Manual,Sedan,214000,Maruti,Swift Dzire
2017,56824,1,Petrol,MH-47,Manual,Hatchback,597000,Maruti,Baleno
2018,98305,1,Petrol,MH-12,Manual,Hatchback,455000,Maruti,Celerio X
2022,14234,1,Petrol,TN-81,Manual,Sedan,766000,Honda,Amaze
2021,26086,2,Petrol,TS-04,Automatic,SUV,1034000,Tata,Nexon
2021,29224,1,Diesel,KA-04,Manual,SUV,1201000,Kia,Sonet
2018,36488,1,Petrol,KL-41,Manual,Hatchback,625000,Maruti,Baleno
2022,45872,1,Petrol,KA-16,Manual,Hatchback,505000,Maruti,S Presso
2014,46390,1,Petrol,GJ-05,Manual,Hatchback,371000,Honda,Brio
2015,91087,1,Petrol,KA-01,Manual,Hatchback,551000,Maruti,Swift
2021,19301,1,Petrol,MH-12,Manual,SUV,754000,Hyundai,Venue
2013,53101,1,Petrol,KA-01,Manual,Hatchback,436000,Maruti,Swift
2018,51323,2,Petrol,HR-26,Manual,SUV,726000,Ford,Ecosport
2016,20262,1,Petrol,GJ-18,Manual,Hatchback,600600,Hyundai,Elite I20
2018,89559,2,CNG,GJ-03,Manual,Hatchback,640000,Maruti,Baleno
2019,16032,1,Petrol,UP-14,Automatic,SUV,957000,Tata,Nexon
2012,74653,1,CNG,MH-12,Manual,Hatchback,212000,Maruti,Alto
2019,70314,1,Petrol,KA-05,Automatic,Hatchback,698000,Maruti,Swift
2015,28309,1,Petrol,MH-47,Manual,Hatchback,364000,Maruti,Celerio
2013,59723,1,Petrol,KA-03,Manual,Hatchback,455000,Hyundai,I20
2021,5350,1,Petrol,MH-48,Automatic,SUV,1518000,Mahindra,Thar
2017,46299,1,Petrol,HR-26,Manual,Sedan,668000,Maruti,Ciaz
2017,31463,2,Petrol,GJ-01,Manual,Hatchback,522000,Hyundai,Grand I10
2020,65225,1,Petrol,MP-09,Manual,Hatchback,545000,Maruti,New Wagon-R
2019,23098,1,Petrol,MP-04,Manual,Hatchback,675000,Hyundai,Elite I20
2017,65742,1,Petrol,GJ-24,Manual,Hatchback,334000,Maruti,Alto K10
2018,83362,1,Petrol,GJ-01,Manual,Hatchback,577000,Maruti,Baleno
2014,24700,1,Petrol,KA-03,Manual,Hatchback,565000,Maruti,Swift
2014,49570,1,Petrol,KA-02,Manual,Hatchback,533300,Maruti,Swift
2018,50674,2,Petrol,GJ-27,Manual,Hatchback,517000,Volkswagen,Polo
2015,54576,2,Petrol,DL-2C,Manual,Sedan,319000,Maruti,Ciaz
2016,100058,1,Petrol,Unknown,Manual,Hatchback,454000,Hyundai,Grand I10
2019,33984,2,Petrol,MH-03,Manual,Hatchback,492000,Hyundai,New Santro
2019,11921,2,Petrol,MH-14,Manual,Hatchback,526350,Hyundai,Grand I10
2017,41485,1,Diesel,BR-06,Manual,SUV,523000,Mahindra,Tuv300
2010,88062,2,Petrol,AP-29,Manual,Hatchback,240000,Hyundai,I10
2018,44293,1,Petrol,DL-3C,Manual,Hatchback,243000,Datsun,Redi Go
2018,112488,1,Petrol,Unknown,Manual,Hatchback,453000,Hyundai,Grand I10
2020,29686,1,Petrol,GJ-06,Automatic,Hatchback,557000,Hyundai,New Santro
2018,62508,1,Petrol,DL-4C,Manual,Sedan,430000,Honda,Amaze
2017,25244,1,Petrol,HR-51,Automatic,Hatchback,598000,Honda,Jazz
2018,84143,1,Petrol,TS-23,Automatic,Hatchback,654000,Maruti,Swift
2011,115500,1,Petrol,Unknown,Manual,Sedan,235000,Toyota,Etios
2018,64792,1,Petrol,GJ-27,Manual,Hatchback,605000,Maruti,Baleno
2019,10616,1,Petrol,DL-1C,Manual,Hatchback,513750,Maruti,Swift
2016,62128,2,Petrol,DL-9C,Manual,Sedan,757000,Maruti,Ciaz
2019,52186,1,Petrol,KL-07,Manual,SUV,366000,Maruti,Eeco
2017,122864,2,Diesel,MH-01,Manual,Sedan,345000,Volkswagen,Ameo
2019,5688,1,Petrol,KA-51,Manual,Hatchback,576000,Hyundai,Grand I10
2018,60765,1,Petrol,TS-15,Manual,Hatchback,705000,Maruti,Baleno
2022,14893,1,Diesel,MH-24,Automatic,SUV,1699000,Mahindra,Thar
2011,41035,1,Petrol,MH-02,Manual,Hatchback,240000,Maruti,Wagon R 1.0
2018,60036,1,Petrol,HR-10,Manual,SUV,1051000,Hyundai,Creta
2017,69166,1,Diesel,PB-10,Manual,Sedan,413000,Skoda,Rapid
2021,37539,1,Diesel,HR-26,Manual,Hatchback,828000,Tata,Altroz
2019,76548,2,Petrol,TN-05,Automatic,SUV,891000,Hyundai,Venue
2015,91656,2,Petrol,WB-02,Manual,Hatchback,342000,Hyundai,Grand I10
2018,15598,1,Petrol,TN-42,Manual,Hatchback,342000,Datsun,Redi Go
2017,76320,2,Petrol,MH-01,Automatic,Sedan,862000,Honda,City
2022,30108,1,Diesel,GJ-27,Manual,SUV,1250000,Tata,Nexon
2018,45234,1,Petrol,BR-01,Manual,Hatchback,568000,Maruti,Swift
2015,33901,1,Petrol,KA-03,Manual,Hatchback,394000,Maruti,Wagon R 1.0
2015,84483,1,CNG,HR-13,Manual,Hatchback,318000,Maruti,Wagon R 1.0
2021,61396,1,Petrol,MP-09,Manual,Hatchback,435000,Maruti,Celerio X
2017,61139,2,Petrol,KA-53,Manual,SUV,982000,Hyundai,Creta
2015,87053,2,Petrol,DL-8C,Automatic,Hatchback,431000,Hyundai,Grand I10
2019,40477,1,Petrol,MH-05,Manual,Hatchback,750000,Maruti,Baleno
2020,72313,1,Diesel,MH-14,Automatic,SUV,1552000,Kia,Seltos
2017,67068,1,Petrol,GJ-38,Manual,Hatchback,363000,Honda,Brio
2013,97228,1,CNG,MH-12,Manual,Hatchback,290000,Maruti,Alto 800
2012,106944,1,Petrol,Unknown,Manual,Hatchback,319000,Maruti,Swift
2019,20950,2,Petrol,GJ-27,Manual,Hatchback,334000,Maruti,Alto 800
2018,55363,1,Petrol,MH-12,Manual,Hatchback,443000,Hyundai,New Santro
2016,73985,2,Diesel,PB-12,Manual,SUV,383000,Mahindra,Kuv100
2018,48950,2,Petrol,GJ-27,Manual,Hatchback,342000,Renault,Kwid
2017,22808,2,Petrol,TS-12,Manual,Hatchback,630000,Hyundai,Elite I20
2018,8790,1,Petrol,MH-01,Automatic,Hatchback,349000,Datsun,Redi Go
2018,80993,1,Diesel,GJ-24,Manual,SUV,787000,Maruti,Vitara Brezza
2020,46812,1,Petrol,GJ-03,Manual,Hatchback,463000,Maruti,S Presso
2015,48361,1,Petrol,TS-09,Automatic,Hatchback,412000,Maruti,Wagon R 1.0
2014,16364,1,Petrol,GJ-01,Manual,Hatchback,403000,Honda,Brio
2017,77428,1,Petrol,KA-01,Automatic,Sedan,736000,Honda,Amaze
2012,49326,1,Petrol,DL-3C,Manual,Hatchback,211000,Hyundai,Santro Xing
2017,56859,1,Petrol,KA-01,Manual,Sedan,782000,Skoda,Rapid
2017,99348,2,Petrol,RJ-14,Manual,Hatchback,382000,Maruti,Wagon R 1.0
2019,32790,2,Petrol,KA-05,Automatic,Hatchback,787000,Honda,Jazz
2017,60758,1,Petrol,UP-16,Manual,Hatchback,576000,Hyundai,Elite I20
2016,65531,1,Petrol,DL-7C,Manual,SUV,716000,Hyundai,Creta
2013,29002,1,Petrol,KA-53,Manual,Hatchback,509000,Maruti,Swift
2017,54327,1,Petrol,TS-07,Manual,Hatchback,661000,Volkswagen,Polo
2019,2714,1,Petrol,MH-47,Automatic,Hatchback,786000,Maruti,Baleno
2022,7396,1,Petrol,TN-22,Manual,Hatchback,762000,Maruti,Swift
2021,84992,1,Diesel,AP-10,Manual,Sedan,413000,Hyundai,Verna
2021,24060,1,Diesel,TN-14,Automatic,SUV,1882000,Tata,Safari
2018,69503,2,Petrol,DL-3C,Automatic,Sedan,775000,Maruti,Ciaz
2020,38812,2,Diesel,HR-26,Manual,Sedan,601000,Toyota,Yaris
2021,29845,1,Petrol,MH-12,Automatic,SUV,1130000,Maruti,Xl6
2016,51780,1,Petrol,TS-09,Manual,Hatchback,481000,Hyundai,Grand I10
2012,63748,2,Petrol,MH-48,Manual,Hatchback,207000,Maruti,Alto 800
2018,68734,2,Diesel,TN-09,Manual,Hatchback,587000,Maruti,Swift
2020,37706,1,Petrol,TS-09,Automatic,Hatchback,782000,Hyundai,Grand I10 Nios
2015,70107,3,Petrol,MH-12,Manual,Hatchback,388000,Hyundai,Grand I10
2016,67654,1,Diesel,MH-43,Manual,Sedan,409000,Maruti,Swift Dzire
2019,16903,2,Petrol,TS-13,Manual,Hatchback,357000,Maruti,Alto
2012,104398,1,Petrol,Unknown,Manual,Hatchback,219000,Hyundai,Santro Xing
2014,17410,1,Petrol,BR-01,Manual,Hatchback,223000,Hyundai,Eon
2018,14627,2,Petrol,HR-51,Manual,Hatchback,335000,Renault,Kwid
2010,65856,2,Petrol,WB-06,Manual,Hatchback,222000,Hyundai,I20
2014,38741,2,Petrol,MH-43,Manual,Hatchback,394000,Hyundai,Grand I10
2012,68948,2,Petrol,KA-01,Automatic,Hatchback,343000,Hyundai,I10
2018,30426,1,Petrol,KA-02,Manual,Hatchback,613000,Maruti,Swift
2017,44545,2,Petrol,TS-09,Automatic,SUV,1032000,Hyundai,Creta
2016,67497,2,Petrol,TS-07,Manual,Hatchback,414000,Maruti,Wagon R 1.0
2014,118152,3,CNG,GJ-01,Manual,Hatchback,373000,Hyundai,Grand I10
2016,29893,1,Diesel,HR-26,Manual,SUV,586000,Nissan,Terrano
2017,54273,2,Petrol,TS-10,Manual,Hatchback,398000,Maruti,Wagon R 1.0
2016,65593,1,Petrol,DL-6C,Manual,Sedan,561000,Hyundai,Verna
2016,62950,2,Petrol,MP-04,Manual,Hatchback,531000,Hyundai,Elite I20
2015,77646,1,Petrol,KA-04,Manual,Hatchback,554000,Maruti,Swift
2014,66377,1,Diesel,BR-01,Manual,SUV,425000,Renault,Duster
